16-21,My grandparents have many fond memories of the old days.
16-22,I''m ready to face any challenge that comes my way.
16-23,"We were treated the same at the restaurant, receiving prompt and attentive service."
16-24,Shape the dough into a flower.
16-25,She had to stand in line for an hour to buy the concert tickets.
16-26,I hailed a taxi to take me to the airport.
16-27,My teacher is very knowledgeable and always willing to help.
16-28,He came in third place in the race.
16-29,I need to change the tire on my car.
16-30,Please turn to the teacher when you meet with difficulties.
16-31,"It''s already twelve o''clock, time for lunch."
16-32,They are now weekending in Kenting.
16-33,"With a little practice, you can improve your skills in no time."
17-1,August is my favorite month to go on vacation.
17-2,I found my missing key at the bottom of my bag.
17-3,Be careful not to touch the hot stove.
17-4,Can you direct me to the nearest gas station?
17-5,Gardening all day dirtied my hands.
17-6,"If you don''t like this option, what else do you suggest?"
17-7,My father always gives the best advice.
17-8,I only have fifty dollars in my wallet.
17-9,The general consensus was that the meeting was productive.
17-10,The future is not without hope.
17-11,The package contained one hundred pieces of candy.
17-12,I didn''t mean that; I was only joking.
17-13,July is typically a very hot month where I live.
17-14,The meeting lasted for three hours.
17-15,It doesn''t matter to me what we have for dinner.
17-16,I have an appointment with my doctor on Monday.
17-17,The rope was too short to reach the top of the tree.
17-18,She loves to smell the fragrance of roses in her garden.
17-19,Please wait to be seated.
17-20,Only with a few close friends could I be my real self.
17-21,"“Yes, sir”, the waiter replied."
17-22,"Can you pass me the soap, please?"
17-23,I heard a strange sound coming from the basement.
17-24,I live to the south of the city.
17-25,Let''s start the project as soon as possible.
17-26,Be careful not to trip on the step.
17-27,It was stupid of me to forget my phone at home.
17-28,The thing that I love most about summer is the warm weather.
17-29,The warming of the planet is a major concern for many people.
17-30,Where did you put my keys?
17-31,I need to finish some work before I can go out tonight.
18-1,The ape swung from branch to branch high up in the tree.
18-2,I must ask my teacher a question about this math problem.
18-3,I need to use the bathroom before we leave the house.
18-4,"Practice makes perfect, and with time, you''ll become better at playing the piano."
18-5,I spread some butter on my toast for breakfast.
18-6,It''s okay to cry when you''re feeling sad or overwhelmed.
18-7,"Everyone is coming to the party, except for Sarah who has to work."
18-8,I''ve had my fill of his rude comments.
18-9,"There are four seasons in a year: winter, spring, summer, and fall."
18-10,His son was freed from prison lately.
18-11,"Some people believe in ghosts, while others do not."
18-12,You did a good job on your presentation at work today.
18-13,His hair is graying at the sides.
18-14,January is the first month of the year.
18-15,Take a left turn at the next intersection to get to the grocery store.
18-16,"The washing machine broke down, and we had to call a repairman."
18-17,The boy asked his mommy if he can go to the park.
18-18,Do you own your house or do you rent it?
18-19,Reading is a great way to relax and learn something new.
18-20,I cooked some rice to go with my stir-fry for dinner.
18-21,Everyone has a right to education.
18-22,I gave my hair a good rub with a towel.
18-23,We''re going to sail around the bay on my uncle''s boat this weekend.
18-24,I want to sell my old bike and use the money to buy a new one.
18-25,There are several different ways to approach this problem.
18-26,I will turn sixteen next month.
18-27,He''s a smart guy and always knows the answers to trivia questions.
18-28,The tone of her voice made it clear that she was upset.
18-29,I need to weigh my suitcase before I leave for the airport.
18-30,The company spends a lot of money every year wining and dining potential clients.
19-1,"The bridge spanned the river, connecting the two sides of town."
19-2,"I tried to catch the ball, but it slipped through my fingers."
19-3,I enjoy the cool of a summer evening.
19-4,She bought a dozen eggs from the grocery store.
19-5,Can you give me an example of how to use this word in a sentence?
19-6,The restaurant was offering free samples of their new menu items.
19-7,Let''s play a game of chess before dinner.
19-8,My grandfather enjoys telling stories about his childhood.
19-9,Please hold this package for me while I tie my shoelaces.
19-10,It''s too hot to go outside in the middle of the day.
19-11,"The sky is blue today, but it might rain later."
19-12,"I wanted to kick the ball as hard as I could, but I didn''t want to break the window."
19-13,The CEO will lead the meeting later today.
19-14,Please tell us your likes and dislikes.
19-15,I prefer almond milk in my coffee instead of regular milk.
19-16,I don''t mind waiting.
19-17,He is nineteen years old and still in college.
19-18,She has a pet cat named Whiskers.
19-19,I took a picture of the sunset at the beach yesterday.
19-20,These sunglasses suit people with round faces.
19-21,The door has to be sanded and painted.
19-22,Give the bottle a good shake before you drink the juice in it.
19-23,I need to buy a new pair of shoes for the wedding.
19-24,He gave a shout of joy.
19-25,My son loves to play video games with his friends.
19-26,"Can you spell your name for me, please?"
19-27,This cake tastes delicious!
19-28,I am on my way to the store to buy some milk.
19-29,I use my phone to set reminders for important events.
19-30,She is a young and talented artist who just started her career.
20-1,"Because he was late, he missed his flight."
20-2,Please clear the table after each meal.
20-3,Several ducklings are swimming in the pond.
20-4,I am feeling nervous about the upcoming exam.
20-5,She overcame her fear of public speaking by practicing regularly.
20-6,You can tell it''s velvet by the feel.
20-7,I''m only telling you this for your own good.
20-8,"She has long, beautiful hair that shines in the sun."
20-9,Can you please bring me some ice for my drink?
20-10,At least we have each other to rely on in tough times.
20-11,He was so mad that he slammed the door shut.
20-12,"The supermarket is near our house, so we often shop there."
20-13,"The compass pointed to the north, guiding them through the forest."
20-14,Do you prefer tea or coffee?
20-15,She decided to start her own business after working in the corporate world for years.
20-16,I plan to save money and buy a new car next year.
20-17,She put her arms round him.
20-18,There is a big sale at the mall this weekend.
20-19,It takes time and patience to school a dog.
20-20,I will be with you in a second.
20-21,The sun was shining brightly on the beach.
20-22,I need to go to the hardware shop to buy some tools.
20-23,She has great skill in playing the piano.
20-24,The gravel path snaked away into the distance.
20-25,The train station was busy with people rushing to catch their trains.
20-26,We had a long talk about our future plans.
20-27,I will give you ten out of ten for your hard work.
20-28,What''s your plan for tomorrow?
20-29,He stuck out a leg and tried to trip me up.
20-30,Which dress do you prefer?
20-31,I graduated from college last year.
21-1,I''m afraid of heights.
21-2,Please allow me to explain.
21-3,He ran away from the scene.
21-4,The baby is sleeping peacefully.
21-5,Could you please call me later?
21-6,My cat loves to play with yarn.
21-7,What''s your favorite color?
21-8,He cupped her face in his hands.
21-9,"Would you like a drink, dear?"
21-10,We all die someday.
21-11,You need to dry your hair after taking a shower.
21-12,This is a team of eight people.
21-13,You can park on either side of the street.
21-14,He is a great basketball player without equal.
21-15,February is the shortest month of the year.
21-16,He was forced by his parents to study engineering.
21-17,She wore a beautiful gold necklace.
21-18,He likes to dress in grey.
21-19,I don''t hate anyone.
21-20,He hit his head on the wall.
21-21,I really like ice cream.
21-22,I listed my favorite songs.
21-23,Let''s live our lives to the fullest.
21-24,Have you been here long?
21-25,I enjoy listening to music.
21-26,From then on he never trusted her again.
21-27,The game is over.
21-28,The teacher pointed at the spelling mistake for the student to correct.
21-29,Can you prove that statement?
21-30,She had to push the heavy cart.
21-31,The rainbow is so beautiful.
21-32,He runs a shipping company.
21-33,I need a spoon to eat my soup.
21-34,We need to talk about this issue.
21-35,Please wash your hands before eating.
21-36,The whole town was affected by the storm.
21-37,Would you like some wine with your dinner?
22-1,Please add sugar to the tea.
22-2,The bear was roaming in the forest.
22-3,I need to return the book to the library.
22-4,I cannot bear having a big dog in the apartment.
22-5,He makes money by buying things cheap and selling dear.
22-6,I need to clean the dirty dishes in the sink.
22-7,I found a dollar on the street.
22-8,Yoga can help ease stress and tension.
22-9,The house faces east.
22-10,My grandma loves to bake cookies.
22-11,Where are you heading?
22-12,Please listen carefully to what I am saying.
22-13,Let me check the map to see where we are.
22-14,The monkey swung from tree to tree.
22-15,Good morning! How did you sleep?
22-16,There''s nothing left in the fridge.
22-17,He prefers oranges to apples.
22-18,I called out to her as she ran past.
22-19,Don''t give me chocolates; I will just pig myself.
22-20,The kids played on the playground equipment.
22-21,"With one final push, she managed to open the heavy door."
22-22,It makes sense to study before a test.
22-23,The customer service representative was helpful.
22-24,Cooking can be simple and fun.
22-25,Please skin and chop these two tomatoes.
22-26,Hundreds of photos are stored on my old computer.
22-27,This decision was made by the then chairman.
22-28,"Back then, I used to live in a small town."
22-29,It''s your throw of the dice.
22-30,"After the accident, he tires easily."
22-31,The wall in my room is painted blue.
22-32,That answer is wrong; try again.
22-33,It''s a good book for young and old alike.
22-34,Please make sure the meter is zeroed.
22-35,The temperature outside is currently zero degrees Celsius.
23-1,She couldn''t hide her anger after receiving the bad news.
23-2,We are planning to build a new house next year.
23-3,The price of the product is 99 cents.
23-4,Please cover the pot with a lid while cooking.
23-5,It''s a one-hour drive to Taipei.
23-6,They farm a variety of vegetables and fruits on their family-owned farm.
23-7,I feel happy when I spend time with my friends.
23-8,My grandpa is a retired veteran who served in the army for over 20 years.
23-9,I inched the car forward.
23-10,June is a beautiful month with warm weather and plenty of sunshine.
23-11,I can''t find the key to my apartment.
23-12,He is too lazy to do his homework on time.
23-13,I eat much less now than I used to.
23-14,Don''t be mean to your sister; she''s still learning.
23-15,I don''t eat meat because I am a vegetarian.
23-16,My birthday is in the month of September.
23-17,The food has gone off.
23-18,I made the payment for the online purchase using my credit card.
23-19,I need to return this book to the library by tomorrow.
23-20,The cat is sleeping on the side of the bed.
23-21,He left home two weeks ago and we haven''t heard from him since.
23-22,We are heading towards the beach for our vacation.
23-23,The club is for the use of members only.
24-1,The airport was crowded with passengers rushing to catch their flights.
24-2,"With practice and dedication, you can become an expert in your field."
24-3,The best part of the party was the delicious food.
24-4,I drove my car to the grocery store to buy some groceries.
24-5,The first class section of the plane was luxurious and comfortable.
24-6,Please stand clear of the MRT doors.
24-7,Can we bring this long meeting to a close?
24-8,My family and I went on vacation to the beach.
24-9,The fast train arrived at the station right on time.
24-10,"Once you finish your homework, you can watch TV."
24-11,I am from a small town in the countryside.
24-12,I bought a nice gift for my friend''s birthday.
24-13,The guest room is ready for our visitors.
24-14,We had a lovely luncheon with our colleagues.
24-15,The noise from the construction site next door was annoying.
24-16,"The students sat in a row, listening to the teacher''s instructions."
24-17,I couldn''t go to work because I was sick with the flu.
24-18,The teacher gave the student some sound advice.
24-19,I touched him lightly on the arm.
24-20,I bought a new toy for my nephew''s birthday.
24-21,I had a long wait to get tickets for the concert.
24-22,The warm sunshine felt great on my skin.
24-23,There is more than one way to solve this problem.
24-24,This is where I lived in my childhood.
24-25,This is a perfect win-win situation.
24-26,The worm wriggled through the dirt.
24-27,"The room is small, yet it is fully-furnished."
25-1,The actress gave a captivating performance in the play.
25-2,I need to finish this report before the deadline.
25-3,I prefer riding my bicycle to work instead of driving.
25-4,The butterfly fluttered its wings and flew away.
25-5,I bought some candy for the kids as a treat.
25-6,The sky started to darken as the storm approached.
25-7,One plus one equals two.
25-8,His latest newspaper article fanned the flames of hatred.
25-9,I finally managed to find my lost keys under the couch.
