8-11,Regular exercise is important for maintaining a healthy lifestyle.
8-12,She stored the leftovers in the freezer to keep them fresh.
8-13,"No pains, no gains. "
8-14,"The ripe guava was sweet and juicy, a delightful tropical fruit."
8-15,She used creative means to solve the problem and find a solution.
8-16,"The annoying mosquito buzzed around her, causing irritation."
8-17,He enjoyed snacking on salted peanuts during movie nights.
8-18,The tranquility of the night was filled with silence and peace.
8-19,She tied the package with a sturdy string to keep it secure.
8-20,The mouse was caught in the trap set by the pest control specialist.
9-1,The rare species of bird could only be found in that specific area.
9-2,"They often argue about trivial matters, but deep down they care for each other."
9-3,Nothing has changed since he left. 
9-4,All his devices are linked. 
9-5,That is not a real gold ring; it''s just a silver one plated with gold. 
9-6,It took her a while to realize the impact of her words.
9-7,Would it suit you if we meet at 4PM tomorrow? 
9-8,I treasure our friendship since childhood. 
9-9,The alarm clock woke her up from a deep sleep.
9-10,The little boy wetted his bed. 
9-11,"Throughout the day, he worked tirelessly to finish his tasks."
9-12,The anticipation filled the room with excitement.
9-13,The dog barked loudly when it approached the fence.
9-14,She visited her friend in the hospital to offer support.
9-15,His witty humor always brought a smile to people''s faces.
9-16,"The pen ran out of ink, so she needed to replace it."
9-17,It''s important to make fair judgments based on evidence.
9-18,"She was known as a great listener, always lending an ear to others."
9-19,"They examined the menu, trying to decide what to order."
9-20,She used a frying pan to cook the delicious breakfast.
9-21,He made a promise to always be there for his best friend.
9-22,She urgently searched for the nearest restroom.
9-23,The ruler helped her draw a straight line on the paper.
9-24,The bamboo shoot is delicious if well cooked. 
9-25,The hot tea created a cloud of steam.
9-26,The workers went on strike to demand better working conditions.
9-27,A thief broke into the house and stole valuable items.
9-28,Trust is the foundation of any strong relationship.
9-29,She valued honesty and always spoke the truth.
9-30,The team celebrated their victory with cheers and applause.
9-31,The soft wool sweater kept her warm in the cold weather.
10-1,The classic novel continues to captivate readers with its timeless story.
10-2,He was known for his frank and honest communication style.
10-3,She has a particular taste for vintage fashion.
10-4,I am proud of my achievements and the progress I''ve made.
10-5,She had a slender figure and walked with grace.
10-6,His wise advice guided me through difficult decisions.
10-7,The teacher circled all his spelling mistakes. 
10-8,His latest book has influenced many of his readers. 
10-9,Can you locate the nearest gas station on the map?
10-10,Work piled up at the end of the month. 
10-11,"Despite the temptation, she refused to give in to unhealthy habits."
10-12,They worked together to solve the complex problem.
10-13,"Altogether, there were ten people attending the meeting."
10-14,His ambitions went beyond what anyone expected.
10-15,"They enjoyed a night out in downtown, exploring the vibrant city."
10-16,He took charge of the family business following his father''s death.
10-17,The boss commended her for the excellent work she had done.
10-18,He nodded his head with a bow to show respect.
10-19,They engaged in a deep and meaningful conversation.
10-20,The farmers harvested a bountiful crop of wheat.
10-21,The hen laid an egg in the coop.
10-22,The adorable penguin waddled across the ice.
10-23,The singer delivered a pitch-perfect performance.
10-24,The company implemented a new policy to improve efficiency.
10-25,They received praise for their outstanding achievements.
10-26,The principal addressed the students during the assembly.
10-27,The quantity of products in stock was quickly dwindling.
10-28,She grabbed a quick snack before heading to the meeting.
10-29,Excessive stress can negatively impact our health.
10-30,The friendly waitress took their orders with a smile.
11-1,The central square was bustling with activity.
11-2,"The morning was foggy, making it difficult to see."
11-3,The tropical climate was hot and humid.
11-4,She bowed gracefully at the end of her performance.
11-5,Adult behavior is usually patterned by one''s experiences in childhood.
11-6,We can pitch our tent on the grass. 
11-7,She steeled herself to remain calm. 
11-8,She ordered an extra-large pizza for the party.
11-9,He explained the concept simply and clearly.
11-10,The first aid kit is essential for emergencies.
11-11,"They enjoyed shopping in downtown, exploring the vibrant shops."
11-12,They boarded the flight and settled into their seats.
11-13,The children were excited about what the future held.
11-14,"The elephant was a giant creature, towering over the others."
11-15,"She is standing there, with her hands on her hips. "
11-16,Her words had a powerful influence on the audience.
11-17,He added fresh lettuce to his salad for a crisp texture.
11-18,They sat around the campfire and roasted marshmallows on the log.
11-19,She enjoyed reading fashion magazines to stay updated on the latest trends.
11-20,He gave a nod of approval to show his agreement.
11-21,The fabric had a beautiful floral pattern.
11-22,The military tank rumbled down the street.
12-1,Her childlike innocence and curiosity were endearing.
12-2,The designer handbag was incredibly expensive.
12-3,They opened a joint bank account together.
12-4,The speaker delivered a powerful speech that moved the audience.
12-5,She was going through typical teenage challenges and emotions.
12-6,They enjoyed watching western movies and learning about cowboy culture.
12-7,The fire continued to burn brightly throughout the night.
12-8,He had to drag the heavy suitcase up the stairs.
12-9,The couch sometimes functions as a bed.
12-10,They decided to hide the surprise gift in the closet.
12-11,Please measure the length of the table before buying a tablecloth.
12-12,Someone is pounding at the door. 
12-13,We live in a society where privacy is prized. 
12-14,It can be difficult to pronounce certain words in a foreign language.
12-15,She had to reject the job offer due to scheduling conflicts.
12-16,Family and friendship are valued by her.
12-17,She read the story aloud to the children at the library.
12-18,The bakery sold freshly baked bread and pastries.
12-19,He started his own business and became a successful entrepreneur.
12-20,The data showed a clear trend in customer preferences.
12-21,He marked a small dot on the map to indicate their meeting point.
12-22,"The drummer played a powerful rhythm on his drum, which energized the crowd."
12-23,She used an eraser to correct the mistake on her paper.
12-24,It was his fault for not double-checking the instructions.
12-25,Drinking water before bed became a nightly habit.
12-26,She wore a comfortable pair of jeans for the casual outing.
12-27,There must be something wrong with his knee joint.
12-28,Everyone is entitled to their own opinion.
12-29,The passengers boarded the plane and found their seats.
12-30,The bird spread its wings and took flight.
13-1,He communicated using sign language with the deaf community.
13-2,We have to consider our future generations. 
13-3,She always stays updated with the latest fashion trends.
13-4,Their house is fenced with white fences. 
13-5,"If you don''t pay attention, you might lose the game."
13-6,The teacher had to punish the student for misbehaving.
13-7,You can reach out to me anytime you need assistance.
13-8,Fold the paper double. 
13-9,"Despite their efforts, the team''s chances of winning were none too high."
13-10,Her absence from the meeting was noticed by everyone.
13-11,There is a burst in the water pipe. 
13-12,He enjoys watching animated cartoon shows.
13-13,The children laughed and cheered at the funny clown.
13-14,The power plant burned coal to generate electricity.
13-15,He looked up a word in the dictionary to find its meaning.
13-16,They engaged in a lively discussion about current events.
13-17,There is an admission fee to enter the museum.
13-18,She had a high fever and needed rest to recover.
13-19,"The dress is a good fit, highlighting her figure."
13-20,The focus of today''s lecture is environmental protection.
13-21,Use glue to stick the pieces of the puzzle together.
13-22,The judge carefully considered the evidence before making a decision.
13-23,She ordered a bowl of hot noodle soup for lunch.
13-24,He took notes in his notebook during the lecture.
13-25,They walked across the overpass to cross the busy highway.
13-26,The phrase “break a leg“ is commonly used to wish someone good luck.
13-27,They waited on the train platform for their ride to arrive.
13-28,He used a search engine to find information online.
13-29,I wrote his number down on a slip of paper. 
13-30,She screamed when she saw a spider crawling on the wall.
13-31,The ripe strawberry was sweet and juicy.
13-32,They went on a hike in the wild and explored nature''s beauty.
14-1,This list is not complete. 
14-2,The lecture was so dull that many students struggled to stay awake.
14-3,Chocolate chip cookies are my all-time favorite treat.
14-4,His greedy behavior and desire for more caused problems.
14-5,Being responsible means fulfilling your duties and obligations.
14-6,"The sudden rain caught them off guard, and they got wet."
14-7,It''s very wet in winter in New Zealand. 
14-8,She decided to bake a delicious cake for her friend''s birthday.
14-9,"He began to drum on the table, creating a lively beat."
14-10,Have you figured out how much the trip will cost? 
14-11,He knew how to fix the broken computer with his technical skills.
14-12,I could hear somebody hammering next door. 
14-13,"Despite his pleas, she chose to ignore his apologies."
14-14,The fisherman was able to net a large salmon from the river.
14-15,The company offered a job with an attractive salary.
14-16,It pains me to see all the garbage on the floor. 
14-17,He projects himself as a man with self-confidence. 
14-18,The unexpected news shocked everyone.
14-19,He thumbed through the book while waiting for his girlfriend. 
14-20,Many parents treat their adult children as kids. 
14-21,"However, she still managed to complete the task on time."
14-22,He tackled the challenge without hesitation or fear.
14-23,The captain led the team to victory in the championship.
14-24,He needed cash to pay for his expenses.
14-25,The conflict between the two parties escalated quickly.
14-26,The director was in charge of overseeing the film production.
14-27,They entered the concert venue through the main entrance.
14-28,"He was a true gentleman, always polite and respectful."
14-29,She added a squeeze of lemon to enhance the flavor of her drink.
14-30,The meter showed the amount of electricity consumed.
14-31,He read the lines of the poem from the palm of his hand.
14-32,There were a lot of pluses in the students'' performance this semester. 
14-33,They used a pump to inflate the balloons for the party.
14-34,They found a solution to the problem after much brainstorming.
14-35,It''s important to keep one''s spirits up in work.
14-36,She grabbed a broom and gave the room a good sweep.
14-37,He''s been in the travel industry for about 30 years. 
14-38,The turtle slowly crawled across the sandy beach.
14-39,The subway is an underground transportation system in the city.
15-1,"After spinning around in circles, she felt dizzy and had to sit down."
15-2,The bell alarmed everyone. 
15-3,He used a rope to bind the boxes together for easy transport.
15-4,Learning to control your emotions is an important skill.
15-5,They were filming a documentary in the remote wilderness.
15-6,The sudden loud noise frightened the children.
15-7,Friends and family gathered to celebrate the special occasion.
15-8,They greeted each other with warm hugs and smiles.
15-9,She used glue to paste the pictures onto the poster.
15-10,The artist''s work was highly regarded by critics.
15-11,The school''s drama club is staging a production of Aladdin. 
15-12,He strung the package securely.
15-13,All her friends and family support her studying abroad. 
15-14,The car passed a sharp bend with a high speed. 
15-15,She fastened the button on her shirt.
15-16,He added some catsup to his fries for extra flavor.
15-17,The invention of electricity revolutionized the 20th century.
15-18,She couldn''t resist the temptation of a piece of chocolate.
15-19,The court ruled in favor of the plaintiff.
15-20,Protecting the environment is everyone''s responsibility.
15-21,She carefully examined each item before making a purchase.
15-22,He wore a stylish jacket to the party.
15-23,The fantasy novel took place in a magical kingdom.
15-24,Accurate measurement is crucial in scientific experiments.
15-25,He won the first prize in the art competition.
15-26,The dress was made of smooth and luxurious silk.
16-1,Being dishonest can damage trust and relationships.
16-2,It''s important to abide by the legal requirements and regulations.
16-3,They lived in a small town in the northern part of the country.
16-4,The living room is square. 
16-5,Cheating in exams is not a fair practice.
16-6,The warm climate favours many types of tropical plants. 
16-7,Which post are you being interviewed for?
16-8,She used a fork to pick up the pieces of fruit.
16-9,He promised to always be there for her.
16-10,My boss tasked me with completing the project by the end of the week.
16-11,He danced wild on the stage.
16-12,He made a bet with his friend about the outcome of the game.
16-13,The diagnosis revealed that he had cancer.
16-14,The ceiling of the room was painted a vibrant blue.
16-15,She used a handkerchief to wipe away her tears.
16-16,They played chess together as friends and mates.
16-17,The producer oversaw the production of the movie.
16-18,The children had fun going down the slide in the playground.
16-19,"She was a rebellious teenager, always challenging authority."
16-20,The students wore uniforms to school.
16-21,He suffered a deep wound during the accident.
17-1,She added an extra touch of creativity to her artwork.
17-2,Spreading hateful messages only creates division and harm.
17-3,Eating a balanced diet is necessary for good health.
17-4,"The room was decorated in plain colors, creating a minimalist look."
17-5,"The children were in a playful mood, running and laughing."
17-6,"After years of hard work, she finally achieved a successful career."
17-7,He aimed carefully and hit the target with precision.
17-8,It''s important to consider different perspectives before making a decision.
17-9,The farmer produced fresh vegetables from his garden.
17-10,She did a few stretching exercises to loosen her muscles.
17-11,Five plus five equals ten.
17-12,She had a choice between two different paths to take.
17-13,She had a persistent cough that lasted for weeks.
17-14,The first light of dawn illuminated the horizon.
17-15,Having to work late every day is a drag. 
17-16,The cunning fox sneaked through the forest unnoticed.
17-17,He joined the military to serve his country.
17-18,She hammered the nail into the wooden board.
17-19,The bird built a nest high up in the tree.
17-20,She rose from being a nobody to become a superstar.
17-21,The artist worked on a beautiful painting for months.
17-22,There is a possibility of rain later in the day.
17-23,She peeled the potato before cooking it.
17-24,She wrapped the present in colorful wrapping paper.
17-25,He gave her a generous tip for her excellent service.
17-26,She dried her hands with a soft towel after washing them.
18-1,The official announcement was made by the spokesperson.
18-2,The army attacked the city center. 
18-3,She planned to attend the conference to learn new insights.
18-4,Please confirm your attendance by replying to the email.
18-5,"The sun began to dawn on the horizon, casting a warm glow across the landscape."
18-6,He prided himself on his accomplishments and achievements.
18-7,"After much deliberation, they decided to settle their differences."
18-8,He was singled out for his outstanding performance in the game. 
18-9,"Someone had tried to steal her wallet, but luckily she noticed."
18-10,He stressed the importance of meeting the deadline. 
18-11,Remember to tip the waiter. 
18-12,The cliffs tower above the seaside.
18-13,She used a typewriter to type her report.
18-14,The river widened as it flowed downstream.
18-15,"Whenever she needed help, he was always there for her."
18-16,"They sat on a bench in the park, enjoying the sunshine."
18-17,They went bowling for a fun evening activity.
18-18,"A cockroach scurried across the kitchen floor, causing panic."
18-19,The depth of the ocean is a mystery yet to be fully explored.
18-20,The firewoman bravely rushed into the burning building to save lives.
18-21,The plant showed steady growth with each passing day.
18-22,"The cars sped down the highway, rushing to their destinations."
18-23,They booked a room at a luxurious hotel for their vacation.
18-24,The importance of education cannot be overstated.
18-25,He added some ketchup to his burger for extra flavor.
18-26,The lawyer provided legal advice and representation.
18-27,He rode his motorcycle through the busy city streets.
18-28,He bought a pack of cigarettes at the store. 
18-29,Reading a good book brings her great pleasure.
18-30,He took great pride in his cultural heritage.
18-31,The sailor set sail on a grand adventure across the seas.
18-32,Soybean is a versatile and nutritious crop.
18-33,They found a nice picnic spot by the tranquil stream.
18-34,"To get to the campsite, you need to cross the stream. "
18-35,The traffic on the road was congested during rush hour.
18-36,She was declared the winner of the singing competition.
19-1,The main character faced numerous challenges throughout the story.
19-2,She didn''t expect the surprise party that her friends had planned for her.
19-3,"In order to succeed, it''s important to focus on your goals."
19-4,He had to learn how to handle stressful situations with composure.
19-5,The actor spends years perfecting his acting performance. 
19-6,He won a badge and pinned it onto his schoolbag. 
19-7,He gathered the courage to propose to his girlfriend.
19-8,He wore sunglasses to screen his eyes from the sun. 
19-9,The photographer aimed and shot a stunning photograph.
19-10,Let''s go somewhere nice for our vacation.
19-11,"They explored the dark cave, eager to discover its secrets."
19-12,Keep the change! 
19-13,She sewed a new cloth for her dress.
19-14,The project was nearing completion after months of hard work.
19-15,She set her boyfriend''s number as speed dial. 
19-16,There''s a big difference between right and wrong.
19-17,He sent the package by express.
19-18,They lived in a small flat in the city.
19-19,She played the role of the brave heroine in the movie.
19-20,The zoo had a playful hippopotamus in its exhibit.
19-21,The host welcomed the guests to the party.
19-22,She secured her hair with a pin.
19-23,They made progress in their collaborative project.
19-24,They had dinner at a fancy restaurant.
19-25,The book provided a valuable source of information.
19-26,The old map led them to a hidden treasure.
19-27,He''s not my type. 
20-1,She was curious about the mysterious object on the table.
20-2,He gave the exact measurements for the project.
20-3,It''s important to be polite and not rude to others.
20-4,"The weather was terrible, with heavy rain and strong winds."
20-5,He went to the bank to cash the check. 
20-6,She explained the concept in simple terms for everyone to understand.
20-7,The number of participants increased this year.
20-8,She masked her disappointment with a smile. 
20-9,She potted the plant into the flowerpot. 
20-10,It''s healthier to snack on fruit rather than chocolate.
20-11,The bird winged its way gracefully. 
20-12,She felt deeply wounded by all the cruel comments. 
20-13,The scandalous affair caused a lot of controversy.
20-14,They hired a babysitter to take care of their children.
20-15,Bring the water to the boil in a kettle to make tea.
20-16,She marked important dates on her calendar.
20-17,The novel had a diverse cast of characters.
20-18,The customer asked for assistance from the store employee.
20-19,She stored her belongings in the drawer.
20-20,He considered his opponent as his enemy in the game.
20-21,"With a flash, the camera captured the moment."
20-22,They studied geography to learn about different countries.
20-23,She rested her head on the soft pillow.
20-24,He sent a postcard to his friend while on vacation.
20-25,She received support from her family during challenging times.
20-26,He underwent treatment for his medical condition.
20-27,The truck delivered the goods to the warehouse.
20-28,The majestic waterfall cascaded down the rocks.
20-29,They went on a whale-watching tour and spotted a magnificent whale.
21-1,He gave a brief overview of the project.
21-2,She tried to avoid conflict by staying calm.
21-3,Everyone desires health and wealth. 
21-4,The teacher tried to distance himself from his students.
21-5,The curtain matches the carpet well. 
21-6,They progressed significantly in their research.
21-7,It''s illegal to traffick in drugs. 
21-8,You can find good food anywhere in this city.
21-9,Can you stand a bit further away? 
21-10,He hardly had any time to relax due to his busy schedule.
21-11,The antique vase was worth a fortune.
21-12,The speaker captured everyone''s attention with an engaging speech.
21-13,She threaded a bead onto the necklace she was making.
21-14,"Luckily, there is a cure for her illness."
21-15,The earthquake caused significant damage to the buildings.
21-16,They went to the amusement park for a day of enjoyment.
21-17,The event took place in a large hall.
21-18,The mountain peak reached a great height.
21-19,He was considered a hero for his brave actions.
21-20,He suddenly appeared as if by magic .
21-21,The organ played a beautiful melody.
21-22,The event was reported in the press and on TV. 
21-23,The room is in the shape of a rectangle.
21-24,They ordered grilled shrimp for dinner.
21-25,She peeled a juicy tangerine and enjoyed its sweet taste.
21-26,They ran around the track during their morning jog.
21-27,The voters cast their ballot in the election.
22-1,That was not a fair deal. 
22-2,He made a foolish mistake by not studying for the exam.
22-3,He is a male actor who has appeared in many films.
22-4,The garden was peaceful and filled with beautiful flowers.
22-5,We had a pleasant conversation over a cup of coffee.
22-6,His principal concern is lack of time. 
22-7,"It was a rainy day, so they stayed indoors and watched movies."
22-8,The performance was terrific and received a standing ovation.
22-9,His annual earnings amount to over 2 million. 
22-10,The train was delayed due to technical issues.
22-11,They had to pack their belongings for the upcoming move.
22-12,The products they ordered are all packaged and ready for delivery. 
22-13,"Although it was raining, they still went for a walk."
22-14,She wore an apron while cooking in the kitchen.
22-15,He used his brain to solve the challenging puzzle.
22-16,She typed on her computer to finish her work.
22-17,They lived in a small county town with friendly neighbors.
22-18,He had a strong desire to travel the world.
22-19,They made delicious dumplings for dinner.
22-20,They took the elevator to the top floor of the building.
